case,phi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
dot_mimic,0.47123889803846897,0.08000000000000002,3.3017464859063104e-08,3.5034551387549795e-08,-2.017086528486691e-09,2.059695670703045,2.0604306009945415,0.12393614476352621,0.11212853514186055,0.06424047204339461,0.05169793213023251
dot_mimic,0.47123889803846897,0.08999999999999997,3.001890213079939e-08,3.3400944097342685e-08,-3.382041966543294e-09,2.052605552342891,2.057340618898245,0.10169639718784394,0.11517864276016561,0.04909084146291029,0.057838020479878405
dot_mimic,0.47123889803846897,0.09999999999999998,2.8284603408937906e-08,3.2836491269302795e-08,-4.551887860364889e-09,2.046386478717616,2.0539279613263783,0.08505304954494118,0.11874464438283297,0.0386665662754376,0.06481667850456699
dot_mimic,0.47123889803846897,0.10999999999999999,2.7548683706489276e-08,3.3241858402433495e-08,-5.693174695944219e-09,2.040908793337269,2.050132362522197,0.07232685664118134,0.12289133829939648,0.03141805761073752,0.07275897008402427
dot_mimic,0.47123889803846897,0.12,2.7683067072703424e-08,3.4612897576160106e-08,-6.929830503456682e-09,2.0360502330450476,2.0458812722309005,0.06240946013816709,0.12769826270566417,0.02635922016328889,0.08181698354493289
dot_mimic,0.47123889803846897,0.13,2.8660583193863756e-08,3.703620108688654e-08,-8.375617893022782e-09,2.0317050348075787,2.041086656798487,0.05455142120883598,0.13326322241149757,0.022846378025639102,0.09217655723739276
dot_mimic,0.47123889803846897,0.14,3.0541999683083466e-08,4.069869035642445e-08,-1.0156690673340983e-08,2.027784726032313,2.035640841645426,0.048234166710237385,0.13970689670541467,0.020449430521233637,0.10406604490329796
dot_mimic,0.47123889803846897,0.15000000000000002,3.3480811614623554e-08,4.59136085438121e-08,-1.2432796929188543e-08,2.0242161683577184,2.02941106500406,0.04309112430548448,0.1471788940684074,0.01887494351496881,0.11776781663155034
dot_mimic,0.47123889803846897,0.15999999999999998,3.7745421560199874e-08,5.3168644032169395e-08,-1.542322247196952e-08,2.0209389687342068,2.022232289710484,0.03885807805309299,0.1558657566784018,0.017919093895663443,0.13363345154469497
dot_mimic,0.47123889803846897,0.16999999999999998,4.3763383267224084e-08,6.320739990393263e-08,-1.944401663670855e-08,2.017903012897169,2.013897650698218,0.035341219280825925,0.1660016063530746,0.017438186939640294,0.15210393621083995
dot_mimic,0.47123889803846897,0.18,5.219869991925503e-08,7.716461763891242e-08,-2.4965917719657387e-08,2.015066344752209,2.0041456876640336,0.03239614363763144,0.17788237868015833,0.017329773919504927,0.17373666605020688
