point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_corrected,E_tb_2_corrected,E_tb_3_corrected
337,10.59167750990047,-21.67616512700861,-60.18089643722492,3.3372671067442896,-19.90287366422348,-55.411285577199855,10.59167750990048,-21.676165127008606,-60.18089643722493
338,10.64041849076363,-21.95237389642454,-59.96230409840075,3.344766993076376,-19.9970402782882,-55.3534051778579,10.640418490763635,-21.952373896424536,-59.962304098400764
339,10.69147093642386,-22.23403408998194,-59.74064015831731,3.355318037586819,-20.0825780473997,-55.30616650739,10.69147093642386,-22.234034089981947,-59.74064015831732
340,10.74480622482225,-22.52091537208034,-59.51609515637195,3.368918004828762,-20.159546769521256,-55.269426815610586,10.744806224822252,-22.520915372080346,-59.51609515637195
341,10.80038725795482,-22.81277665475213,-59.28886187747028,3.385573604865613,-20.22810590024989,-55.24295701990715,10.800387257954826,-22.81277665475214,-59.288861877470296
342,10.85816862429839,-23.10936634222121,-59.05913528718243,3.4052956449054275,-20.288506658252402,-55.226445001534515,10.858168624298393,-23.109366342221204,-59.05913528718243
343,10.91809679702606,-23.41042259615903,-58.82711248211017,3.428094008062857,-20.341082798782345,-55.21950004250287,10.918096797026063,-23.410422596159016,-58.82711248211017
344,10.98011036469356,-23.71567361731718,-58.59299265644688,3.4539725862588657,-20.386240320668104,-55.22165826384036,10.980110364693562,-23.715673617317172,-58.59299265644689
345,11.0441402911149,-24.02483793928142,-58.35697708568262,3.482924292821557,-20.424446396260386,-55.23238890054495,11.044140291114894,-24.024837939281444,-58.35697708568263
346,11.11011020122587,-24.33762473021296,-58.11926912836577,3.5149262771846366,-20.456217826809148,-55.25110123246888,11.110110201225874,-24.33762473021296,-58.119269128365794
347,11.17793668985079,-24.65373409861454,-57.88007424677811,3.5499354588388528,-20.48210932696876,-55.27715198399448,11.177936689850789,-24.653734098614542,-57.880074246778115
348,11.24752965043387,-24.97285739937194,-57.63960004731246,3.587884490084591,-20.502701931776112,-55.309853008189194,11.247529650433874,-24.972857399371936,-57.63960004731247
349,11.318792620964,-25.29467753658021,-57.3980563412513,3.628678246964486,-20.518591798418854,-55.34847908207486,11.31879262096401,-25.29467753658022,-57.398056341251305
350,11.391623144505,-25.61886925995749,-57.1556552265338,3.672190934973307,-20.530379644919215,-55.392275657143664,11.391623144505015,-25.618869259957485,-57.1556552265338
351,11.46591314193484,-25.9450994519836,-56.91261119095632,3.7182638808716204,-20.53866103045535,-55.44046643147543,11.465913141934843,-25.945099451983616,-56.91261119095631
352,11.54154929469322,-26.27302740327386,-56.66914123707379,3.7667040644736796,-20.54401763962817,-55.492260634860045,11.541549294693224,-26.273027403273858,-56.66914123707379
353,11.61841343553049,-26.60230507411232,-56.42546502884937,3.817283425123812,-20.547009687839015,-55.54685994440595,11.618413435530503,-26.602305074112326,-56.42546502884939
354,11.69638294544044,-26.93257734053244,-56.18180505982512,3.8697389573541225,-20.5481695192805,-55.60346497364862,11.696382945440451,-26.932577340532443,-56.18180505982514
355,11.77533115513878,-27.2634822238511,-55.93838684224934,3.923773589679246,-20.54799642487116,-55.66128130189781,11.775331155138797,-27.263482223851106,-55.93838684224935
356,11.85512774961927,-27.59465110314663,-55.69543911617922,3.9790578204309104,-20.546952666508357,-55.719525031558035,11.855127749619275,-27.594651103146628,-55.69543911617924
357,11.93563917447448,-27.92570891083602,-55.45319407707073,4.035232065771139,-20.545460657652658,-55.77742787884113,11.935639174474487,-27.925708910836008,-55.45319407707072
358,12.01672904281066,-28.25627431226802,-55.21188761974664,4.091909658275699,-20.54390121949992,-55.83424181738994,12.016729042810656,-28.256274312268022,-55.211887619746655
359,12.09825854171213,-28.5859598711266,-54.9717595958839,4.148680420366775,-20.542612807468007,-55.889243304834736,12.09825854171213,-28.585959871126594,-54.971759595883896
360,12.18008683732252,-28.91437220345419,-54.73305408125648,4.205114725842733,-20.541891584693555,-55.94173712938869,12.180086837322518,-28.914372203454192,-54.7330540812565
361,12.2620714777059,-29.24111212428672,-54.49601964788507,4.260767955065446,-20.541992207637122,-55.99105991758267,12.262071477705897,-29.241112124286715,-54.496019647885085
362,12.34406879273251,-29.56577479226315,-54.26090963495569,4.315185245089024,-20.54312918338829,-56.03658334554703,12.34406879273251,-29.56577479226314,-54.26090963495568
363,12.42593429030142,-29.88794985916356,-54.02798241084476,4.367906435023174,-20.545478658280327,-56.0777170953192,12.425934290301429,-29.887949859163562,-54.02798241084476
364,12.50752304826687,-30.20722163316965,-53.79750161680434,4.418471108940342,-20.549180502233078,-56.113911594934294,12.507523048266865,-30.207221633169652,-53.79750161680434
365,12.58869010147766,-30.52316926675133,-53.56973638079457,4.466423643248138,-20.554340562010925,-56.14466057697155,12.588690101477663,-30.52316926675136,-53.56973638079459
366,12.66929082337094,-30.83536698248361,-53.34496148758022,4.511318172165377,-20.561032968436614,-56.16950348515841,12.669290823370947,-30.835366982483592,-53.34496148758021
367,12.74918130158418,-31.14338435279467,-53.12345748853647,4.55272339322783,-20.56930239667702,-56.188027752908624,12.749181301584185,-31.143384352794673,-53.12345748853647
368,12.82821870706277,-31.44678665262893,-52.90551073163909,4.590227144074545,-20.579166194206927,-56.19987097156394,12.828218707062769,-31.446786652628933,-52.905510731639104
369,12.90626165614798,-31.74513530724041,-52.69141328889013,4.6234406916254,-20.590616307245828,-56.204722959832786,12.90626165614798,-31.745135307240407,-52.691413288890125
370,12.98317056513065,-32.03798846074227,-52.48146275502219,4.652002684710435,-20.60362095273774,-56.202327739644154,12.98317056513065,-32.037988460742284,-52.4814627550222
371,13.05880799675235,-32.32490169450436,-52.2759618878525,4.675582730885714,-20.618125998827697,-56.19248541746715,13.058807996752348,-32.32490169450436,-52.27596188785251
372,13.13303899812746,-32.60542892783706,-52.07521805730663,4.6938845672788645,-20.634056031913282,-56.17505396417147,13.13303899812746,-32.60542892783707,-52.07521805730662
373,13.20573142954978,-32.87912353636745,-51.87954246715311,4.706648803652429,-20.65131510247411,-56.14995088075595,13.20573142954978,-32.87912353636746,-51.8795424671531
374,13.27675628363362,-33.14553972575953,-51.68924911123057,4.713655223327686,-20.669787154865507,-56.1171547317725,13.276756283633619,-33.14553972575954,-51.68924911123058
375,13.34598799422627,-33.4042341995204,-51.50465342484851,4.714724634124113,-20.689336158050367,-56.076706523019965,13.34598799422627,-33.404234199520396,-51.50465342484852
376,13.41330473451379,-33.65476815902321,-51.32607059263665,4.709720267043595,-20.70980596484626,-56.02871089506965,13.413304734513792,-33.65476815902321,-51.32607059263665
377,13.4785887037279,-33.89670967095071,-51.15381347703433,4.698548725111108,-20.731019936744072,-55.973337099399636,13.478588703727896,-33.8967096709507,-51.15381347703433
378,13.54172640184807,-34.12963643142907,-50.98819013752949,4.68116048865857,-20.75278037978728,-55.91081971936169,13.541726401848074,-34.12963643142905,-50.98819013752949
379,13.60260889168031,-34.3531389465072,-50.82950092036075,4.6575499865053684,-20.774867844475388,-55.841459093897896,13.602608891680323,-34.35313894650722,-50.82950092036074
380,13.66113204768339,-34.56682413473111,-50.6780351122922,4.627755245061239,-20.797040349238966,-55.765621397905434,13.661132047683399,-34.566824134731085,-50.678035112292186
381,13.71719679090407,-34.77031933896302,-50.5340671706591,4.5918571294679085,-20.819032592762287,-55.683738329498865,13.71719679090407,-34.77031933896306,-50.5340671706591
382,13.77070930937635,-34.96327671124013,-50.39785256523565,4.549978192615237,-20.840555225288874,-55.59630635126223,13.770709309376372,-34.96327671124023,-50.39785256523559
383,13.82158126333599,-35.14537790677877,-50.26962329515759,4.5022811493149835,-20.861294252961397,-55.50388543009116,13.82158126333601,-35.14537790677874,-50.26962329515769
384,13.86972997460036,-35.31633899229742,-50.14958317506737,4.448966994176626,-20.88091065206835,-55.40709721863686,13.869729974600364,-35.31633899229742,-50.14958317506736
385,13.91507859946581,-35.47591544147382,-50.03790301700953,4.390272782878045,-20.899040271574066,-55.30662262097613,13.915078599465804,-35.47591544147384,-50.037903017009526
386,13.95755628448072,-35.62390705916314,-49.93471586579817,4.326469097614974,-20.915294102188053,-55.20319868630091,13.957556284480724,-35.62390705916313,-49.93471586579822
387,13.99709830446181,-35.76016264923507,-49.8401124723585,4.257857218586821,-20.929258988113798,-55.0976147775698,13.99709830446181,-35.760162649235085,-49.8401124723585
388,14.03364618213439,-35.8845842221458,-49.75413720830016,4.184766024461728,-20.94049885307362,-54.99070796764167,14.03657741588717,-35.81676869497749,-49.824883970293335
389,14.06714778879545,-35.99713053120933,-49.67678463214958,4.107548645873477,-20.948556504780523,-54.883357623893005,14.086151535636475,-35.65819195015505,-50.034726970651256
390,14.09755742542055,-36.09781973389059,-49.60799691033414,4.026578897142107,-20.952956071277203,-54.77647915415449,13.93490715462073,-35.411429191069026,-50.10874742545473
391,14.12483588366223,-36.18673099800881,-49.5476622724719,3.9422475125763303,-20.953206108108592,-54.67101690235654,14.166909472554838,-35.31746855353375,-50.45899831750786
392,14.14895048622023,-36.26400491247242,-49.49561464082225,3.8549582149020263,-20.948803396891364,-54.56793620180014,14.011555276541964,-35.05741918164496,-50.543525381948015
393,14.16987510610084,-36.32984261598764,-49.45163451996704,3.7651236445580616,-20.939237433452895,-54.468214617482545,13.854240855164294,-34.79058194440995,-50.63362573250725
394,14.18759016432582,-36.38450362103875,-49.41545116898383,3.673161179799782,-20.923995577576882,-54.372832436172324,13.695868547538701,-34.51740471432178,-50.729843584731796
395,14.20208260570028,-36.42830237869183,-49.38674601016402,3.579488678747963,-20.902568807112928,-54.28276249332467,13.536997796216296,-34.23847617669744,-50.83219344598032
396,14.21334585230361,-36.46160369598756,-49.36515716217515,3.4845201757134836,-20.8744579877929,-54.19895945845893,14.306417174613028,-34.35030620138104,-51.56952599124688
397,14.22137973442918,-36.48481717552981,-49.35028492778326,3.3886615653207715,-20.839180537988387,-54.122348733835494,14.151631185651468,-34.0638288067199,-51.68519581009869
398,14.22619039876601,-36.49839089108793,-49.34169802211166,3.29230630915187,-20.796277336688476,-54.05381515334132,13.998019856167002,-33.77244616493322,-51.807885596775655
399,14.22779019369042,-36.50280454014818,-49.33894030036956,3.195831200846859,-20.745319695347188,-53.99419169724972,13.845957256468717,-33.47634216008535,-51.93783218223975
400,14.22779019369042,-36.50280454014818,-49.33894030036956,3.099592226834717,-20.68591619229311,-53.944248461625875,13.696037804412061,-33.176203375303025,-52.07494375029965
401,14.22621347788312,-36.4986044183308,-49.34151209864535,3.003920561131728,-20.617719154436198,-53.90468213628414,14.350461543502513,-33.41733044054663,-52.54703413510321
402,14.22150024157357,-36.48634889254877,-49.348907737487,2.9091187339291067,-20.540430567091672,-53.876106250308595,14.32857409842188,-33.74786035272018,-52.194470140549456
403,14.21368002880582,-36.46656187188892,-49.36064550875664,2.815457014972349,-20.45380720038064,-53.85904243770314,14.304758641216536,-34.069842525065845,-51.84844345969198
404,14.20278779009251,-36.43977103448731,-49.37624586632807,2.7231700539756636,-20.357664760585006,-53.85391295696621,14.28492382910134,-34.38437214609478,-51.513780805109334
405,14.18886366030318,-36.40650188426326,-49.39523713902472,2.6324538214495457,-20.25188090679273,-53.861034667473504,14.257896907667606,-34.685272145993345,-51.185500124906895
406,14.17195271545626,-36.36727240045412,-49.41716062900612,2.5434628942632957,-20.13639701588617,-53.88061462368836,14.234893459634065,-34.975617347963386,-50.87175642242819
407,14.15210470897037,-36.3225883380453,-49.44157503807231,2.4563081309060517,-20.011218630113376,-53.91274739758509,14.206615481646661,-35.25030928027832,-50.56836488554454
408,14.12937378805142,-36.2729392019525,-49.46806019971117,2.3710547816187733,-19.876414578023642,-53.95741418325132,14.154601137245846,-35.500295218695946,-50.26593153750866
409,14.10381819101703,-36.21879488834598,-49.49622012430649,2.2877210782030635,-19.732114817783202,-54.014483678948224,14.116417870590125,-35.739455336687534,-49.98815935887181
410,14.07549992648789,-36.16060296357238,-49.52568538798899,2.206277347224352,-19.578507107971777,-54.08371468464997,14.081739107495826,-35.96241467519566,-49.730112857162965
411,14.04448443550685,-36.09878653473744,-49.55611491213728,2.1266456883819465,-19.415832661259394,-54.16476030076011,14.044484435506856,-36.09878653473745,-49.55611491213728
412,14.01084023777854,-36.03374265564877,-49.58719719102844,2.0487002569046924,-19.244380977803022,-54.25717356926797,14.010840237778542,-36.033742655648766,-49.58719719102844
413,13.9746385633548,-35.96584120663617,-49.61865103045974,1.9722681848823669,-19.06448408555048,-54.36041436423848,13.974638563354784,-35.965841206636156,-49.618651030459745
414,13.93595297122211,-35.89542418575195,-49.65022586130132,1.897131171445318,-18.876510432668194,-54.47385731542698,13.935952971222093,-35.89542418575195,-49.65022586130132
415,13.89485895637514,-35.82280535099734,-49.68170168993201,1.8230277657165521,-18.680858682832454,-54.596800537232795,13.894858956375137,-35.82280535099734,-49.68170168993201
416,13.85143354708419,-35.74827015756006,-49.71288874329076,1.749656359617855,-18.47795165791919,-54.72847493450112,13.851433547084179,-35.74827015756006,-49.712888743290776
417,13.80575489418121,-35.67207593977665,-49.74362686066834,1.6766789001314302,-18.26823065626356,-54.868053865506084,13.805754894181204,-35.67207593977667,-49.74362686066834
418,13.75790185429817,-35.594452293971,-49.77378467803352,1.6037253227973343,-18.052150350267397,-55.01466295896343,13.757901854298172,-35.594452293971,-49.773784678033515
419,13.70795356909002,-35.51560162496088,-49.80325864414745,1.5303987004269117,-17.830174437154085,-55.16738990404796,13.707953569090018,-35.515601624960894,-49.80325864414744
420,13.65598904256189,-35.43569982548818,-49.83197190134617,1.4562810936465775,-17.602772183620893,-55.32529405802775,13.655989042561886,-35.435699825488186,-49.831971901346165
421,13.60208671869282,-35.35489706384978,-49.85987305791829,1.3809400833917074,-17.370415971407215,-55.48741574332218,13.602086718692826,-35.354897063849776,-49.85987305791829
422,13.54632406160573,-35.27331866043723,-49.88693487363766,1.3039359602804097,-17.133579918484863,-55.652785132875835,13.54632406160574,-35.27331866043722,-49.88693487363766
423,13.48877714057408,-35.1910660386263,-49.91315287531405,1.2248295423059654,-16.89273962140002,-55.820430648395885,13.488777140574081,-35.1910660386263,-49.913152875314054
424,13.42952022217681,-35.10821773947347,-49.93854391523343,1.1431905908158007,-16.648373039523296,-55.98938681927535,13.42952022217681,-35.10821773947346,-49.938543915233424
425,13.36862537191456,-35.02483049296428,-49.96314468207357,1.0586067954960683,-16.400962522397915,-56.15870157032285,13.368625371914563,-35.02483049296428,-49.96314468207357
426,13.30616206758157,-34.94094034115128,-49.98701017126724,0.9706933020996142,-16.150997967345813,-56.32744292345364,13.306162067581564,-34.940940341151276,-49.98701017126724
427,13.24219682664525,-34.85656381045683,-50.01021211980974,0.8791027617670668,-15.898981085864717,-56.49470511222592,13.242196826645257,-34.856563810456834,-50.01021211980974
428,13.17679284982306,-34.77169913174657,-50.03283740911131,0.7835358875383193,-15.64543075351933,-56.659614118681404,13.176792849823066,-34.77169913174658,-50.032837409111316
429,13.11000968296058,-34.68632750755951,-50.05498643863151,0.6837525111930579,-15.390889417878771,-56.82133264964408,13.110009682960579,-34.6863275075595,-50.05498643863151
430,13.04190289920692,-34.60041442616694,-50.07677147264001,0.5795831405358721,-15.135930540872069,-56.97906457479513,13.04190289920692,-34.60041442616695,-50.076771472640026
431,12.97252380335542,-34.51391102197638,-50.09831496247311,0.4709410215779858,-14.881167053268554,-57.132058851860776,12.972523803355424,-34.5139110219764,-50.09831496247312
432,12.90191916006903,-34.42675548126687,-50.11974784704135,0.3578347087107499,-14.627260796399796,-57.27961296549945,12.901919160069024,-34.42675548126685,-50.11974784704137
433,12.83013094754237,-34.33887449138211,-50.14120783503254,0.24038113450295712,-14.374932914957588,-57.42107590632146,12.830130947542381,-34.33887449138209,-50.14120783503254
434,12.75719613796855,-34.25018473039278,-50.1628376731889,0.11881914296434302,-14.124975138177899,-57.5558507152398,12.757196137968554,-34.25018473039276,-50.162837673188896
435,12.68314650598064,-34.16059439291904,-50.18478340615765,-0.0064766025844640975,-13.878261836088933,-57.68339661631645,12.68314650598064,-34.16059439291904,-50.184783406157635
436,12.60800846602671,-34.07000474635051,-50.20719263465836,-0.13498151497099692,-13.635762651061587,-57.803230758674275,12.608008466026714,-34.07000474635052,-50.20719263465836
437,12.53180293941733,-33.97831171017783,-50.23021278001533,-0.26600709996891236,-13.398555367832994,-57.914929585085744,12.531802939417322,-33.978311710177834,-50.23021278001535
438,12.4545452515583,-33.88540744962209,-50.25398936440012,-0.3986876208989611,-13.167838479938188,-58.018129841681,12.454545251558303,-33.8854074496221,-50.253989364400105
439,12.37624505965045,-33.79118197329484,-50.27866431735936,-0.5319682325874383,-12.94494261870349,-58.112529239968026,12.376245059650445,-33.79118197329484,-50.27866431735936
440,12.29690631090865,-33.69552472329798,-50.30437432029123,-0.6645958024731282,-12.7313396180143,-58.19788677911956,12.296906310908643,-33.69552472329798,-50.30437432029123
441,12.21652723112338,-33.59832614505272,-50.33124920142848,-0.7951141357585542,-12.52864749217699,-58.274022733339024,12.216527231123376,-33.59832614505272,-50.33124920142847
442,12.13510034316646,-33.4994792232873,-50.35941039452223,-0.9218658971611546,-12.338629031592715,-58.34081830612596,12.135100343166467,-33.49947922328731,-50.35941039452223
443,12.05261251482825,-33.39888097006406,-50.38896947475762,-1.0430040977519948,-12.163181147881252,-58.39821495048302,12.052612514828246,-33.398880970064056,-50.388969474757616
444,11.96904503517054,-33.29643385052875,-50.42002678542518,-1.1565164399348584,-12.004311678126463,-58.44621335158615,11.969045035170536,-33.29643385052875,-50.42002678542519
445,11.88437371839076,-33.19204713224411,-50.45267016850476,-1.2602658421436221,-11.864100331676884,-58.48487206623014,11.88437371839077,-33.1920471322441,-50.45267016850476
446,11.79856903401813,-33.08563814454212,-50.48697381157353,-1.3520497722694338,-11.744641157427013,-58.5143058115203,11.798569034018126,-33.08563814454212,-50.48697381157354
447,11.71159626210733,-32.97713343527904,-50.52299722234107,-1.4296792746591647,-11.647965655171229,-58.53468339386856,11.711596262107335,-32.97713343527906,-50.52299722234107
448,11.62341567195651,-32.8664698136969,-50.56078434065974,-1.4910756056757677,-11.575948625468206,-58.54622526844628,11.62341567195651,-32.866469813696895,-50.56078434065975
449,11.53398272275912,-32.75359526973188,-50.60036279610352,-1.5343784091583554,-11.530202836514722,-58.54920071892583,11.533982722759124,-32.75359526973188,-50.60036279610351
450,11.44324828450197,-32.63846976202326,-50.6417433171965,-1.5580551560834095,-11.511972793286994,-58.54392464771079,11.44324828450197,-32.63846976202326,-50.64174331719649
451,11.35115887734486,-32.52106586899355,-50.68491929618126,-1.4109520756044769,-11.544859259553023,-58.65805160964943,11.351158877344874,-32.521065868993574,-50.684919296181256
452,11.25765692766164,-32.40136929962325,-50.72986651090577,-1.2527947248698101,-11.588637471043173,-58.77218105150749,11.257656927661644,-32.40136929962326,-50.729866510905765
453,11.16268103888703,-32.27937926285203,-50.77654300306619,-1.0843815046671392,-11.642820611888405,-58.88603154288475,11.16268103888703,-32.27937926285201,-50.776543003066195
454,11.06616627529733,-32.1551086968256,-50.82488910973728,-0.906571341261889,-11.706869751418926,-58.99931485110649,11.066166275297332,-32.15510869682558,-50.824889109737285
455,10.9680444568559,-32.02858436139849,-50.87482764293569,-0.7202656653744208,-11.780211426104927,-59.11173634434648,10.96804445685589,-32.02858436139848,-50.87482764293569
456,10.86824446327419,-31.89984679933071,-50.926264209951,-0.5263922012687784,-11.862253383168083,-59.22299541943944,10.8682444632742,-31.899846799330724,-50.92626420995101
457,10.76669254547493,-31.76895017342336,-50.97908766541032,-0.3258909705067244,-11.952398081729786,-59.33278595400961,10.766692545474925,-31.768950173423363,-50.97908766541032
458,10.66331264269422,-31.63596198838195,-51.03317068454714,-0.11970265706690407,-12.05005380529039,-59.440796782473086,10.663312642694216,-31.63596198838196,-51.03317068454712
459,10.55802670352191,-31.50096270744157,-51.08837044596262,0.09124071749043831,-12.154643437440617,-59.54671219539203,10.558026703521916,-31.500962707441577,-51.08837044596262
460,10.4507550092537,-31.36404527472352,-51.14452941130586,0.3060229946453322,-12.265611087309876,-59.65021246157316,10.450755009253687,-31.364045274723516,-51.14452941130586
461,10.3414164980109,-31.22531455491321,-51.20147618876123,0.5237492185827893,-12.382426828783037,-59.750974372207914,10.341416498010908,-31.22531455491322,-51.201476188761234
462,10.22992908817374,-31.08488670216254,-51.25902646700912,0.7435494100764345,-12.504589849542775,-59.848671806250984,10.229929088173733,-31.084886702162542,-51.25902646700913
463,10.11620999977066,-30.94288847014927,-51.31698400638914,0.9645810690624598,-12.63163030540177,-59.94297631612895,10.116209999770657,-30.942888470149274,-51.31698400638913
464,10.00017607256482,-30.7994564750004,-51.37514167432452,1.1860306788194386,-12.763110153948022,-60.033557732761984,10.000176072564821,-30.799456475000422,-51.37514167432452
465,9.881744079682035,-30.65473642233568,-51.43328251261535,1.4071144517576069,-12.898623208730065,-60.12008478877205,9.881744079682036,-30.654736422335684,-51.43328251261535
466,9.760831035727,-30.50888230905732,-51.49118082494211,1.6270785194845685,-13.037794617988268,-60.202225758640125,9.760831035727005,-30.50888230905732,-51.491180824942106
467,9.637354498437988,-30.36205560973748,-51.54860327379978,1.8451987326617152,-13.180279934899092,-60.279649114467816,9.637354498437983,-30.362055609737485,-51.548603273799785
468,9.511232863031339,-30.21442445657541,-51.60530997706113,2.06078020193255,-13.325763912176292,-60.35202419589416,9.511232863031333,-30.21442445657541,-51.60530997706113
469,9.38238564848584,-30.06616282095307,-51.66105559541044,2.2731566812609882,-13.473959124034879,-60.419021892618126,9.382385648485826,-30.066162820953068,-51.66105559541045
470,9.250733775113133,-29.91744970363997,-51.71559040296175,2.481689869813813,-13.624604493417543,-60.480315337884385,9.250733775113135,-29.917449703639967,-51.71559040296175
471,9.116199832850883,-29.76846833971893,-51.76866133444682,2.6857686879362825,-13.777463781888947,-60.53558061120489,9.116199832850892,-29.76846833971893,-51.76866133444683
472,8.97870833980266,-29.61940542334669,-51.82001300339963,2.8848085663728087,-13.932324083287932,-60.58449744851118,8.978708339802658,-29.61940542334669,-51.82001300339961
473,8.83818599062992,-29.4704503565488,-51.86938868676162,3.078250775108526,-14.088994349522322,-60.626749957865,8.838185990629933,-29.470450356548795,-51.86938868676162
474,8.694561894476756,-29.3217945253913,-51.9165312722637,3.2655618084488074,-14.247303967194606,-60.66202733879849,8.694561894476754,-29.3217945253913,-51.91653127226369
475,8.547767802179122,-29.17363060608344,-51.96118416579841,3.446232835651244,-14.407101396493463,-60.690024603309055,8.547767802179123,-29.17363060608344,-51.9611841657984
476,8.397738322573707,-29.026151902854,-52.00309215677125,3.6197792210707664,-14.56825287847141,-60.710443296497836,8.397738322573707,-29.026151902854,-52.003092156771245
477,8.244411127780346,-28.87955171881062,-52.0420022401124,3.7857401139485356,-14.730641213025432,-60.72299221481828,8.244411127780342,-28.87955171881062,-52.042002240112396
478,8.087727147384372,-28.73402276043711,-52.07766439423254,3.9436781053122134,-14.894164607251039,-60.72738811988849,8.087727147384372,-28.73402276043711,-52.07766439423254
479,7.927630751491557,-28.5897565759106,-52.1098323147316,4.09317894767865,-15.05873559206666,-60.723356445819505,7.927630751491543,-28.589756575910602,-52.109832314731605
480,7.764069922669905,-28.44694302701623,-52.13826410410766,4.233851332128935,-15.22428000387846,-60.71063199802127,7.764069922669897,-28.44694302701623,-52.13826410410767
481,7.596996416827953,-28.30576979410718,-52.16272291808311,4.365326716689244,-15.390736027401045,-60.688959641467164,7.596996416827959,-28.30576979410718,-52.16272291808312
482,7.42636591311004,-28.16642191328699,-52.182977569463,4.48725919965993,-15.558053295431558,-60.65809497642931,7.426365913110039,-28.16642191328699,-52.182977569463006
483,7.252138152914798,-28.02908134478066,-52.19880309067787,4.599325431489322,-15.726192041291666,-60.617804999732634,7.2521381529147995,-28.029081344780657,-52.19880309067787
484,7.074277068164379,-27.89392657129829,-52.2099812563452,4.70122455891016,-15.895122299727518,-60.567868749626214,7.0742770681643705,-27.89392657129829,-52.2099812563452
485,6.892750898969256,-27.7611322250775,-52.21630106731991,4.792678195287047,-16.06482315223484,-60.50807793242227,6.892750898969261,-27.761132225077503,-52.21630106731991
486,6.707532300846608,-27.63086874221064,-52.21755919779428,4.873430411422506,-16.235282013014928,-60.43823752911685,6.7075323008466095,-27.630868742210637,-52.217559197794266
487,6.518598441660165,-27.50330204281386,-52.21356040706814,4.943247741406042,-16.40649395203588,-60.358166380273715,6.518598441660165,-27.503302042813857,-52.213560407068144
488,6.325931088456189,-27.37859323557324,-52.20411791763711,5.001919198442789,-16.578461051953795,-60.2676977475256,6.325931088456182,-27.37859323557324,-52.20411791763711
489,6.129516684373713,-27.25689834520081,-52.18905376125143,5.049256295952379,-16.751191795924157,-60.166679850125995,6.129516684373714,-27.256898345200813,-52.189053761251415
490,5.929346415808904,-27.13836806134952,-52.16819909458335,5.085093069573144,-16.924700483596485,-60.054976375065024,5.929346415808888,-27.138368061349517,-52.168199094583336
491,5.725416270012065,-27.02314750756497,-52.14139448611029,5.109286096035469,-17.09900667282892,-59.9324669593481,5.725416270012058,-27.02314750756497,-52.1413944861103
492,5.517727083293265,-26.91137602888813,-52.1084901757802,5.121714505177534,-17.274134644880807,-59.79904764312363,5.517727083293265,-26.911376028888128,-52.1084901757802
493,5.306284580007801,-26.80318699676875,-52.06934630897628,5.122279981663441,-17.450112891038366,-59.654631292433386,5.3062845800077945,-26.80318699676875,-52.06934630897628
494,5.09109940248717,-26.69870762999729,-52.02383314624161,5.110906753228019,-17.62697361880188,-59.49914799044979,5.091099402487172,-26.698707629997294,-52.023833146241614
495,4.872187132073607,-26.59805883041358,-51.97183125016807,5.087541562514186,-17.804752275912012,-59.3325453961546,4.87218713207361,-26.598058830413578,-51.97183125016807
496,4.64956830140945,-26.50135503220088,-51.91323165079324,5.052153619787481,-17.983487090619946,-59.15478906950258,4.649568301409432,-26.501355032200884,-51.913231650793236
497,4.423268398122827,-26.4087040636239,-51.84793599079031,5.004734534010569,-18.16321862671152,-58.96586276220519,4.423268398122837,-26.408704063623905,-51.84793599079031
498,4.19331786004302,-26.32020702011688,-51.77585665167943,4.945298219937996,-18.343989351882307,-58.76576867335619,4.193317860043012,-26.320207020116882,-51.77585665167943
499,3.959752062069508,-26.23595814767145,-51.69691686223395,4.8738807790511425,-18.525843218128966,-58.554527669209946,3.9597520620695112,-26.23595814767145,-51.69691686223392
500,3.722611294809103,-26.156044735515,-51.61105079020525,4.790540352295381,-18.708825252875517,-58.33217946650946,3.722611294809104,-26.156044735515,-51.611050790205255
501,3.481940735086957,-26.08054701710597,-51.51820361844305,4.695356942708276,-18.892981159591766,-58.09878277884386,3.481940735086953,-26.08054701710597,-51.51820361844305
502,3.237790408427638,-26.00953807850399,-51.41833160644853,4.588432206140674,-19.078356926688112,-57.85441542560046,3.237790408427637,-26.009538078503994,-51.41833160644853
503,2.990215143595277,-25.94308377319898,-51.31140213836028,4.46988920837318,-19.26499844348696,-57.599174403153796,2.9902151435952753,-25.943083773198982,-51.311402138360286
504,2.739274519272613,-25.88124264250381,-51.19739375834539,4.339872147020868,-19.452951122078233,-57.333175918014696,2.739274519272625,-25.88124264250381,-51.197393758345385
505,2.485032802952579,-25.82406584063141,-51.07629619434427,4.198546036699832,-19.642259523866922,-57.056555381739486,2.485032802952592,-25.824065840631416,-51.07629619434428
506,2.227558882110404,-25.77159706358604,-50.94811037109987,4.046096356003963,-19.83296698961469,-56.7694673674711,2.227558882110401,-25.771597063586036,-50.94811037109987
507,1.966926187717607,-25.72387248100345,-50.81284841339418,3.88272865490826,-20.025115271768584,-56.472085528060845,1.9669261877176183,-25.72387248100345,-50.81284841339417
508,1.703212610157077,-25.6809206700725,-50.67053364041007,3.7086681212808683,-20.218744167857505,-56.16460247578898,1.7032126101570721,-25.680920670072503,-50.670533640410085
