case,phi,phi_frac_pi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
impurity_candidate,0.7225663103256524,0.23,-0.16,1.838916482975838e-06,1.9194717442269997e-06,-8.055526125116172e-08,1.844777667592142,2.203158331685106,0.36706494997632877,0.3717001028008893,0.5222872018289254,0.16854169056052187
impurity_candidate,0.7225663103256524,0.23,-0.15000000000000002,1.1583118192440562e-06,1.260097538495656e-06,-1.017857192515997e-07,1.883476207528657,2.1849443553619636,0.32048734392616934,0.32390937804246467,0.43701103461179314,0.13896492089478216
impurity_candidate,0.7225663103256524,0.23,-0.14,7.846313075629399e-07,8.726061848716667e-07,-8.797487730872675e-08,1.9149994143003688,2.169762537183756,0.28296960241802693,0.2855393747194632,0.3679701001427807,0.11577674956082978
impurity_candidate,0.7225663103256524,0.23,-0.13,5.722956637977613e-07,6.366355085722866e-07,-6.433984477452531e-08,1.9408234077952327,2.1569905981150934,0.25266115670465455,0.2546299110843704,0.31183768456957706,0.09763924862943203
impurity_candidate,0.7225663103256524,0.23,-0.12000000000000001,4.4933890821194515e-07,4.888476470406328e-07,-3.9508738828687685e-08,1.9621526928699657,2.14611775828763,0.22807001472814822,0.22961120876945176,0.26591728234944384,0.08349341097308301
impurity_candidate,0.7225663103256524,0.23,-0.11000000000000001,3.7922387805844105e-07,3.9496530124065365e-07,-1.5741423182212597e-08,1.9799394319054036,2.1367376963502327,0.20802878657594412,0.20926267673925847,0.2280893389291173,0.0725249646476023
impurity_candidate,0.7225663103256524,0.23,-0.1,3.43283553160859e-07,3.361190311915488e-07,7.164521969310155e-09,1.9949266851735163,2.128530578271955,0.1916359237179322,0.1926468907943874,0.19670924570893766,0.06411631968695437
impurity_candidate,0.7225663103256524,0.23,-0.09000000000000001,3.325904540657933e-07,3.0213434424166734e-07,3.045610982412594e-08,2.0076927193153242,2.1212444148501883,0.17819832244817743,0.17904669146704982,0.1705056335889631,0.05780230707297104
impurity_candidate,0.7225663103256524,0.23,-0.08000000000000002,3.4441475176501986e-07,2.8838858579017317e-07,5.602616597484669e-08,2.01868893676346,2.114679042882451,0.16718326242668669,0.16791337240555326,0.14849438168939244,0.053234385549267876
impurity_candidate,0.7225663103256524,0.23,-0.07,3.8135926351662794e-07,2.9488477785614985e-07,8.647448566047809e-08,2.028270094261849,2.108673315682662,0.15818059035828355,0.15882652222068117,0.1299105825709202,0.05015329301250518
impurity_candidate,0.7225663103256524,0.23,-0.06,4.5296432601256163e-07,3.276080456573295e-07,1.2535628035523213e-07,2.0367175759464904,2.103095163816963,0.1508736049597077,0.15146376334765685,0.11415615436949778,0.04836872488697457
impurity_candidate,0.7225663103256524,0.23,-0.05000000000000002,5.815846602854769e-07,4.0461413097205837e-07,1.7697052931341854e-07,2.044256862833662,2.097833969974524,0.14501619342768254,0.14557820559025353,0.10075950756454945,0.04774441258625885
