kind,phi_frac_pi,phi,strength,min_abs_energy,edge_weight,nu_ring,glr_zero_bias,gll_zero_bias,glr_probe_0p13,gll_probe_0p13,grr_probe_0p13
dot,0.22,0.6911503837897545,2.05,0.002643776074686276,0.6166659462135959,-1,-4.4811089476538905e-08,1.995577865115911,-1.582705987628449e-08,2.0363411445422073,1.9615385075216236
dot,0.22,0.6911503837897545,2.1,0.002254800508864022,0.6054090788229051,-1,1.0601490673562778e-07,1.9937589166869767,-8.316910836700547e-11,2.0340306340372005,1.9615386424655945
dot,0.22,0.6911503837897545,2.15,0.0019085917713344922,0.5953300329155636,-1,2.3513147493082157e-07,1.9923855405935496,4.50719766090626e-09,2.0316445581571325,1.9615387453615998
dot,0.22999999999999998,0.7225663103256523,1.7,0.007226961293042386,0.7100218989199193,1,-1.3728779388471365e-06,2.024636979047461,-2.7332145317845903e-07,2.0526391836862756,1.9397105449819483
dot,0.22999999999999998,0.7225663103256523,1.75,0.006180544921515735,0.6922556385049914,1,-1.4824227018940565e-06,2.018150363256316,-3.063685968096165e-07,2.0504243550116974,1.939711463468919
dot,0.22999999999999998,0.7225663103256523,1.8,0.005303496542587462,0.675056521783914,1,-1.4723422140598229e-06,2.012268837437984,-3.209790959009045e-07,2.0482420725627444,1.939712311137817
dot,0.22999999999999998,0.7225663103256523,1.8499999999999999,0.0045668759244645455,0.6585793544011868,-1,-1.3515803445167136e-06,2.00715538447968,-3.1518238099268227e-07,2.046075324851704,1.939713046965013
dot,0.22999999999999998,0.7225663103256523,1.9,0.003946144547074742,0.6429666684467304,-1,-1.145224489676038e-06,2.0028805467523547,-2.897899573163781e-07,2.04390785109342,1.9397136365534875
dot,0.22999999999999998,0.7225663103256523,1.95,0.00342050750252001,0.6283440749954742,-1,-8.863486120742103e-07,1.9994312887880703,-2.481411923544665e-07,2.041723917354957,1.9397140549970502
dot,0.22999999999999998,0.7225663103256523,2.0,0.002972332090667953,0.6148147405752898,-1,-6.078352974481863e-07,1.996734062298061,-1.9556964019903375e-07,2.0395082741334796,1.9397142891190875
dot,0.22999999999999998,0.7225663103256523,2.05,0.0025866451921919952,0.6024535426955887,-1,-3.365013489177385e-07,1.9946814290056438,-1.3866189045714768e-07,2.0372462629237154,1.9397143388340876
dot,0.22999999999999998,0.7225663103256523,2.1,0.0022507063772282546,0.5913014865028403,-1,-9.02528219001009e-08,1.9931545691690535,-8.439465324057183e-08,2.034924062342615,1.9397142174355866
dot,0.22999999999999998,0.7225663103256523,2.15,0.0019536511041863495,0.5813609696941927,-1,1.2219089349604808e-07,1.992038493016881,-3.9244776512589704e-08,2.0325290781487904,1.9397139506908727
dot,0.24,0.7539822368615503,1.7,0.006582793578789237,0.6945990633456206,1,-2.5337677241370207e-06,2.021611572325003,-2.467377359549567e-07,2.0535966504334735,1.9133658801362299
dot,0.24,0.7539822368615503,1.75,0.005650659779078096,0.6771164808942511,-1,-2.6974622392414086e-06,2.015253083982804,-3.519012186343118e-07,2.0513739080974402,1.9133666389571653
dot,0.24,0.7539822368615503,1.8,0.00487175108444506,0.6601871279079312,-1,-2.6767208477505085e-06,2.009634458459591,-4.436742939489483e-07,2.0491797566592806,1.9133673374981892
dot,0.24,0.7539822368615503,1.8499999999999999,0.0042198641726461945,0.643951352206807,-1,-2.4909165869617305e-06,2.0048686277149876,-5.105656250234513e-07,2.0469991027898673,1.9133679321409252
dot,0.24,0.7539822368615503,1.9,0.0036728398612571214,0.6285444255634374,-1,-2.1802826648818027e-06,2.000974548811179,-5.449118849655275e-07,2.044817181329981,1.913368375689269
dot,0.24,0.7539822368615503,1.95,0.0032119353683940258,0.6140915957629658,-1,-1.793686960869921e-06,1.9978978556532316,-5.434434339830199e-07,2.0426194208650603,1.9133686222676598
dot,0.24,0.7539822368615503,2.0,0.002821276217603961,0.6007019473924717,-1,-1.3778172825930497e-06,1.9955390260031671,-5.07374483389801e-07,2.0403914527253066,1.9133686326291817
dot,0.24,0.7539822368615503,2.05,0.0024873863268403155,0.588461658140044,-1,-9.701703930582472e-07,1.993779364640931,-4.420289730920508e-07,2.0381192415679075,1.913368379314991
dot,0.24,0.7539822368615503,2.1,0.002198791188910454,0.5774272628352685,-1,-5.961084965642303e-07,1.9924998631801285,-3.560479909545433e-07,2.0357893351928626,1.9133678510957743
