aberration_id,sample_id,psnr_fixed,psnr_guided,psnr_method,psnr_gain,psnr_gap_to_guided,dataset_name,dataset_version,training_regime,seed,method,object_family,better_than_fixed
4,Kodak-PCD0992:kodim02,29.61058081464783,30.19619817647248,28.077317832983944,-1.533262981663885,2.118880343488538,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim03,23.96532305787968,25.23432579923684,22.85607243779197,-1.1092506200877068,2.378253361444873,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim04,25.14151513834653,26.228848875267023,23.825394610797595,-1.3161205275489358,2.4034542644694312,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim05,26.3246870209608,27.304445667478426,24.10523058279786,-2.219456438162944,3.199215084680567,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim06,23.3517567038945,24.964694200148024,22.674370039271324,-0.6773866646231781,2.2903241608767004,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim07,26.112850882158178,27.418121974546548,25.00231336876086,-1.1105375133973183,2.4158086057856885,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim08,22.00612924652728,23.42094426405356,21.494238610279595,-0.5118906362476814,1.9267056537739649,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim09,24.586917704530585,25.525121252346597,23.28040605886446,-1.3065116456661237,2.2447151934821328,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim10,25.75906790844724,26.816310138455385,23.965169287856085,-1.7938986205911505,2.8511408505993003,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
4,Kodak-PCD0992:kodim11,26.919356053614028,28.15287592073473,26.14317272836471,-0.7761833252493169,2.0097031923700186,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
