candidate,eta,alpha,phi,barrier_Z,zero_bias_conductance,peak_conductance,peak_bias,background_conductance,peak_minus_background,subgap_average,zero_bias_andreev,zero_bias_normal,mean_frustration,pos_peak_bias,neg_peak_bias,pos_peak_contrast,neg_peak_contrast,peak_split,peak_asymmetry
s_wave,0.0,0.0,2.748893571891069,2.0,1.1111098556812906,1.1111098556812906,0.0,0.29165217521968123,0.8194576804616094,0.986831437054575,0.19351449365032092,0.06192463796464822,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.8192643819589007,0.8192643819589007,0.0031999999999999806,0.0
s_wave,0.0,0.0,2.748893571891069,3.0,1.0141320291121394,1.0141320291121394,0.0,0.19863078668792566,0.8155012424242137,0.8904536404198699,0.09675724682516046,0.06966521771022924,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.8153088771875731,0.8153088771875731,0.0031999999999999806,0.0
s_wave,0.0,0.0,3.141592653589793,0.0,1.9680000000540006,1.9680000000540006,0.0,1.1178807180254846,0.8501192820285159,1.8401966300859953,0.9680000000540002,0.0,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.8499210762210543,0.8499210762210543,0.0031999999999999806,0.0
s_wave,0.0,0.0,3.141592653589793,0.5,1.7537920000423133,1.7537920000423133,0.0,0.9116540031827709,0.8421379968595424,1.627188503036598,0.7744000000432003,0.015488,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.8419416518933827,0.8419416518933827,0.0031999999999999806,0.0
s_wave,0.0,0.0,3.141592653589793,1.0,1.4252800000228845,1.4252800000228845,0.0,0.5951139309170589,0.8301660691058256,1.3004763124607053,0.4840000000270001,0.03872000000000001,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.8299725154016183,0.8299725154016183,0.0031999999999999806,0.0
s_wave,0.0,0.0,3.141592653589793,2.0,1.1111680000064224,1.1111680000064224,0.0,0.2929738586546034,0.818194141351819,0.9881641218878495,0.19360000001080008,0.061952000000000014,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.8180033789095644,0.8180033789095644,0.0031999999999999806,0.0
s_wave,0.0,0.0,3.141592653589793,3.0,1.0141440000026107,1.0141440000026107,0.0,0.19994050123552834,0.8142034987670824,0.8917400583652635,0.09680000000540004,0.06969600000000002,4.132233444309464e-11,0.0015999999999999903,-0.0015999999999999903,0.814013666745479,0.814013666745479,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.0,0.0,1.967262934636126,1.967262934636126,0.0,1.1154577313431884,0.8518052032929375,1.8372663830699454,0.967262934636126,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8516025875639013,0.8516025875639013,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.0,0.5,1.7532141407546926,1.7532141407546926,0.0,0.9092719361521583,0.8439422046025343,1.6244175798913307,0.7738103477089009,0.015476206953314671,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8437414592049638,0.8437414592049638,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.0,1.0,1.4249409499306502,1.4249409499306502,0.0,0.592793243363971,0.8321477065666792,1.2979443751216164,0.483631467318063,0.038690517383286695,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8319497666663082,0.8319497666663082,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.0,2.0,1.1110677591095819,1.1110677591095819,0.0,0.29071455057904116,0.8203532085305407,0.985871170354944,0.19345258692722522,0.061904827813258706,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8201580741273686,0.8201580741273686,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.0,3.0,1.0141233621709032,1.0141233621709032,0.0,0.1977016529858079,0.8164217091850953,0.8895267687677538,0.09672629346361261,0.06964293128991604,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8162275099476565,0.8162275099476565,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.39269908169872414,0.0,1.9679508428326824,1.9679508428326824,0.0,1.1177160258135643,0.8502348170191181,1.8400003977541273,0.9679508428326824,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8500363168786835,0.8500363168786835,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.39269908169872414,0.5,1.7537534607807996,1.7537534607807996,0.0,0.9114920923081304,0.8422613684726692,1.6270029268928148,0.7743606742661461,0.015487213484458959,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8420647298539994,0.8420647298539994,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.39269908169872414,1.0,1.4252573877010775,1.4252573877010775,0.0,0.5949561920483377,0.8303011956527397,1.3003067205990504,0.4839754214163412,0.038718033711147404,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8301073493167186,0.8301073493167186,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.39269908169872414,2.0,1.111161314624322,1.111161314624322,0.0,0.2928202917918017,0.8183410228325203,0.9880105143083234,0.19359016856653652,0.06194885393783585,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8181499687791474,0.8181499687791474,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.39269908169872414,3.0,1.0141426236004132,1.0141426236004132,0.0,0.1997883250413665,0.8143542985590466,0.8915917788797806,0.09679508428326826,0.06969246068006534,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8141641752665565,0.8141641752665565,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.7853981633974483,0.0,1.967805832430949,1.967805832430949,0.0,1.1172328106570506,0.8505730217738985,1.839422198571431,0.9678058324309491,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.850373653555774,0.850373653555774,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.7853981633974483,0.5,1.753639772625839,1.753639772625839,0.0,0.9110170377354447,0.8426227348903943,1.6264561373546949,0.7742446659447594,0.015484893318031354,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8424252301617996,0.8424252301617996,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.7853981633974483,1.0,1.4251906829162777,1.4251906829162777,0.0,0.5944933783513935,0.8306973045648842,1.2998070455277957,0.48390291621547454,0.0387122332950784,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.830502595070584,0.830502595070584,0.0031999999999999806,0.0
