candidate,barrier_Z,orientation_alpha,intervalley_eta,field_phi,inner_gap,outer_gap,inner_signal,outer_signal,zero_bias,inner_selectivity
chiral_d,2.8,0.0,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,187.30563053781273,207.89033617499587,167.7626751559865,0.9009828642546638
chiral_d,2.8,0.0,0.2,0.0,0.011216942540656794,0.0662169425406568,166.5434865689473,192.97208187843987,148.4702919169987,0.8630444619126776
chiral_d,2.8,0.0,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,193.50037660958958,212.70197742944416,173.487895449859,0.9097253300044003
chiral_d,2.8,0.0,0.45,0.0,0.011216942540656794,0.0662169425406568,174.2869191586683,198.98663344650024,155.62681728433932,0.8758724952524375
chiral_d,2.8,0.0,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,201.24380919931053,218.7165289975045,180.64442081719963,0.9201124858816988
chiral_d,2.8,0.7853981634,0.0,0.0,0.011216942540656794,0.0662169425406568,178.4956246018577,196.37170039986813,160.02242259077536,0.9089681671971588
chiral_d,2.8,0.7853981634,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,205.45251464249998,216.10159595087245,185.0400261236357,0.9507218756922398
chiral_d,2.8,0.7853981634,0.2,0.0,0.011216942540656794,0.0662169425406568,184.69037067363453,201.18334165431645,165.74764288464786,0.9180201956828962
chiral_d,2.8,0.7853981634,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,211.64726071427683,220.91323720532074,190.7652464175082,0.9580560377084514
chiral_d,2.8,0.7853981634,0.45,0.0,0.011216942540656794,0.0662169425406568,192.43380326335557,207.19789322237685,172.9041682519885,0.9287440150601551
chiral_d,2.8,0.7853981634,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,219.3906933039978,226.9277887733811,197.92177178484883,0.9667863706330381
