dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,seed,repeat_count,sample_count,mean_psnr_gain_over_fixed_lowres,mean_method_psnr_lowres,mean_fixed_psnr_lowres,mean_guided_psnr_lowres,clean_mean_psnr_gain_over_fixed_lowres,degradation_vs_clean_db
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.01,1,4,288,-14.738181003863595,10.14487248012451,24.883053483988103,27.04264427004224,-0.2674367171836973,14.470744286679897
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.01,2,4,288,-15.041706903566373,10.065168360486135,25.10687526405251,26.96524936863457,-0.43632285613619526,14.605384047430178
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.02,0,4,288,-15.757704712028065,9.404886247271218,25.162590959299283,27.00065377726152,-0.6188533619376929,15.138851350090372
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.02,1,4,288,-15.63435734784458,9.244216145408279,24.87857349325286,27.05464144030664,-0.2674367171836973,15.366920630660882
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.02,2,4,288,-15.285122817584575,9.819445715806996,25.10456853339157,26.971841072941316,-0.43632285613619526,14.84879996144838
Kodak-PCD0992,unrestricted public release,0.1,severe,1.0,2.0,0.0,0,4,288,-16.895636741710103,8.273028009030929,25.16866475074103,26.980283997320132,-0.6188533619376929,16.27678337977241
Kodak-PCD0992,unrestricted public release,0.1,severe,1.0,2.0,0.0,1,4,288,-15.788271226771492,9.102534214322649,24.89080544109414,27.03340698845976,-0.2674367171836973,15.520834509587795
Kodak-PCD0992,unrestricted public release,0.1,severe,1.0,2.0,0.0,2,4,288,-15.218575815061472,9.893501170676346,25.11207698573782,26.961102505543174,-0.43632285613619526,14.782252958925277
Kodak-PCD0992,unrestricted public release,0.1,severe,1.0,2.0,0.005,0,4,288,-16.306133948937525,8.862331116095524,25.16846506503305,26.98510807508084,-0.6188533619376929,15.687280586999831
Kodak-PCD0992,unrestricted public release,0.1,severe,1.0,2.0,0.005,1,4,288,-15.884133547685678,9.002303917602141,24.88643746528782,27.0400859033449,-0.2674367171836973,15.616696830501981
