dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,mean_degradation_vs_clean_db,degradation_ci95_half_width,degradation_ci_low,degradation_ci_high,mean_psnr_gain_over_fixed_lowres,gain_ci95_half_width,pass_state
UCID,1338 public citation subset,0.1,clean,0.0,0.0,0.005,10.814888432068926,0.6726983863019559,10.14219004576697,11.487586818370882,-8.419741740085291,0.7526219193212039,fail
UCID,1338 public citation subset,0.1,clean,0.0,0.0,0.01,10.75415504071482,1.0833976502406064,9.670757390474215,11.837552690955427,-8.359008348731189,1.128344873123287,fail
UCID,1338 public citation subset,0.1,clean,0.0,0.0,0.02,11.062678236640442,1.4956568718720036,9.567021364768438,12.558335108512447,-8.66753154465681,1.4619877824493053,fail
UCID,1338 public citation subset,0.1,mild,0.25,0.5,0.0,12.6169882386311,0.5604437672728788,12.05654447135822,13.17743200590398,-10.221841546647466,0.8347848331140436,fail
UCID,1338 public citation subset,0.1,mild,0.25,0.5,0.005,12.116332909160109,1.6903844042071945,10.425948504952915,13.806717313367303,-9.721186217176477,1.7207727670220978,fail
UCID,1338 public citation subset,0.1,mild,0.25,0.5,0.01,12.559112603134457,0.9474621852581598,11.611650417876296,13.506574788392617,-10.163965911150825,1.1134671788459463,fail
UCID,1338 public citation subset,0.1,mild,0.25,0.5,0.02,11.640473603696648,0.9152046440080893,10.72526895968856,12.555678247704737,-9.245326911713015,0.7663438318696248,fail
UCID,1338 public citation subset,0.1,moderate,0.5,1.0,0.0,13.464214590040214,0.7707850547676961,12.693429535272518,14.23499964480791,-11.06906789805658,0.7778906945381301,fail
UCID,1338 public citation subset,0.1,moderate,0.5,1.0,0.005,13.752201105717823,0.33955920465359435,13.412641901064228,14.091760310371418,-11.35705441373419,0.3901470478368679,fail
UCID,1338 public citation subset,0.1,moderate,0.5,1.0,0.01,13.188632755699729,0.2902213009276992,12.89841145477203,13.478854056627428,-10.793486063716097,0.3958999137921728,fail
UCID,1338 public citation subset,0.1,moderate,0.5,1.0,0.02,13.62246221494838,0.21167193262821785,13.410790282320162,13.834134147576597,-11.22731552296475,0.2198982258973561,fail
UCID,1338 public citation subset,0.1,severe,1.0,2.0,0.0,14.106388966179916,0.7565824613316133,13.349806504848303,14.862971427511528,-11.711242274196282,0.8900745660882395,fail
UCID,1338 public citation subset,0.1,severe,1.0,2.0,0.005,14.506436212623532,0.5125472836163923,13.99388892900714,15.018983496239924,-12.111289520639898,0.6474746674565433,fail
UCID,1338 public citation subset,0.1,severe,1.0,2.0,0.01,14.57846373521861,0.18263287575124,14.39583085946737,14.761096610969851,-12.183317043234979,0.464900844636708,fail
UCID,1338 public citation subset,0.1,severe,1.0,2.0,0.02,14.345926004354942,0.14628673586173158,14.19963926849321,14.492212740216674,-11.95077931237131,0.4307609039764158,fail
UCID,1338 public citation subset,0.2,clean,0.0,0.0,0.0,13.345596808055562,1.1652076031388665,12.180389204916697,14.510804411194428,-10.950450116071929,1.1378466720472251,fail
UCID,1338 public citation subset,0.2,clean,0.0,0.0,0.005,13.245632689144111,0.7017051958276155,12.543927493316495,13.947337884971727,-10.850485997160481,0.4626695833144517,fail
UCID,1338 public citation subset,0.2,clean,0.0,0.0,0.01,13.004034552346807,0.30462813287758345,12.699406419469224,13.308662685224391,-10.608887860363174,0.12976116909708807,fail
UCID,1338 public citation subset,0.2,clean,0.0,0.0,0.02,13.21985510727414,0.8302853565701289,12.389569750704013,14.050140463844269,-10.824708415290507,0.8436268777745928,fail
UCID,1338 public citation subset,0.2,mild,0.25,0.5,0.0,13.586382638801028,0.7044396190913385,12.88194301970969,14.290822257892367,-11.191235946817395,0.4266242133137241,fail
UCID,1338 public citation subset,0.2,mild,0.25,0.5,0.005,13.405887250784408,0.12910538024930995,13.276781870535098,13.534992631033719,-11.010740558800777,0.1918388907294339,fail
UCID,1338 public citation subset,0.2,mild,0.25,0.5,0.01,13.616331717430285,0.5724349508216154,13.04389676660867,14.1887666682519,-11.221185025446653,0.8086638767705355,fail
UCID,1338 public citation subset,0.2,mild,0.25,0.5,0.02,13.560840656401348,0.07231908597635064,13.488521570424998,13.633159742377698,-11.165693964417718,0.22486088182748665,fail
UCID,1338 public citation subset,0.2,moderate,0.5,1.0,0.0,14.102184178622975,0.38746222107015177,13.714721957552824,14.489646399693127,-11.707037486639342,0.3287377927315982,fail
UCID,1338 public citation subset,0.2,moderate,0.5,1.0,0.005,14.00214808617998,0.35791682424779353,13.644231261932187,14.360064910427774,-11.607001394196347,0.6424596531373953,fail
UCID,1338 public citation subset,0.2,moderate,0.5,1.0,0.01,13.9341465968659,0.2084692473731791,13.725677349492722,14.14261584423908,-11.53899990488227,0.32669752363209864,fail
UCID,1338 public citation subset,0.2,moderate,0.5,1.0,0.02,14.051971297398424,0.6073134518182798,13.444657845580144,14.659284749216704,-11.656824605414792,0.5187695111770922,fail
UCID,1338 public citation subset,0.2,severe,1.0,2.0,0.0,14.527595495601185,0.5196398697692081,14.007955625831977,15.047235365370392,-12.13244880361755,0.7149307102967625,fail
UCID,1338 public citation subset,0.2,severe,1.0,2.0,0.005,14.701955183918438,0.6636181504112099,14.038337033507228,15.365573334329648,-12.306808491934804,0.9388716123635906,fail
UCID,1338 public citation subset,0.2,severe,1.0,2.0,0.01,14.45931068800792,0.055552120103162905,14.403758567904756,14.514862808111083,-12.064163996024286,0.278271461483354,fail
UCID,1338 public citation subset,0.2,severe,1.0,2.0,0.02,14.690113253895873,0.44634842294730737,14.243764830948566,15.136461676843181,-12.294966561912242,0.6810124629159312,fail
