case_id,object_id,fixed_psnr_lowres,guided_psnr_lowres,pipeline_psnr_lowres,psnr_gain_over_fixed_lowres,psnr_gap_to_guided_lowres,dataset_name,dataset_version,seed,training_regime
7,ImageNet-1k:imagenet_proxy_011,22.637449619747567,24.270895088272994,22.883313610692667,0.24586399094510014,1.3875814775803264,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_000,19.116485290341124,22.33916266003673,19.85529463060974,0.7388093402686167,2.48386802942699,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_001,18.78255890334802,21.250624372747595,18.80715533955036,0.024596436202340755,2.4434690331972355,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_002,17.967232329296433,21.474733150470637,20.105371173169697,2.1381388438732642,1.3693619773009402,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_003,21.589372563514303,24.120509863902733,20.176681459716676,-1.412691103797627,3.943828404186057,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_004,20.753688015845636,23.135651059399393,22.003457806122256,1.2497697902766198,1.132193253277137,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_005,20.705406972842336,24.777757217351425,21.222462322654376,0.5170553498120398,3.555294894697049,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_006,19.84903998784362,22.807772797058306,22.147663359497578,2.2986233716539566,0.6601094375607275,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_007,28.348808163731796,30.667813950476358,23.68509873375823,-4.663709429973565,6.982715216718127,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_008,18.912097176977397,21.381490877953638,19.878455833914327,0.9663586569369293,1.5030350440393114,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_009,21.91536262097799,25.291983251152075,23.050207628459376,1.1348450074813847,2.2417756226926997,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_010,17.86907569144283,22.411451908660105,19.709556848380213,1.8404811569373827,2.7018950602798917,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
8,ImageNet-1k:imagenet_proxy_011,23.090628329469123,26.384189952050704,23.047769070843145,-0.0428592586259775,3.336420881207559,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_000,19.17880421699625,22.215597366711833,19.915772625259574,0.7369684082633228,2.299824741452259,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_001,18.974753586956364,21.45283792342841,18.741864072777986,-0.23288951417837822,2.7109738506504257,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_002,17.918451071413607,21.082806520213893,20.246274635680553,2.3278235642669465,0.8365318845333398,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_003,21.412777797984024,24.822439987124824,19.898641470205035,-1.5141363277789885,4.923798516919788,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_004,21.0083999040153,23.428495971119006,22.42162159685089,1.4132216928355916,1.006874374268115,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_005,20.41640895195313,23.48793717051904,21.132300663691023,0.7158917117378927,2.3556365068280165,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_006,19.921813712410756,22.81193597274081,22.349320406585708,2.4275066941749515,0.462615566155101,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_007,28.170797522968435,30.344769558552898,23.925729704976384,-4.245067817992052,6.419039853576514,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_008,18.93457561933658,21.387104638397958,20.251085632595967,1.3165100132593857,1.136019005801991,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_009,21.535603064808253,24.213613284940937,23.050427475592237,1.5148244107839837,1.1631858093487004,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_010,17.499555867537055,20.75385353177252,19.319170641644757,1.819614774107702,1.434682890127764,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
9,ImageNet-1k:imagenet_proxy_011,22.613254878513438,25.183998572483443,23.01054633715127,0.3972914586378309,2.1734522353321744,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
10,ImageNet-1k:imagenet_proxy_000,16.666034786952025,17.181024241255013,17.577636922245606,0.911602135293581,-0.396612680990593,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
10,ImageNet-1k:imagenet_proxy_001,19.287885997953666,21.545390135874996,19.08498428437133,-0.20290171358233522,2.4604058515036655,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
